timestamp,ticker,action,quantity,exchange,price,commission
2019-05-02 00:00:00,VOO,SLD,50,ARCA,267.51,1.0
2019-05-02 00:00:00,UPRO,BOT,242,ARCA,53.53,1.21
2019-05-03 00:00:00,VOO,BOT,50,ARCA,270.05,1.0
2019-05-03 00:00:00,UPRO,SLD,242,ARCA,55.04,1.21
2019-05-07 00:00:00,VOO,SLD,50,ARCA,264.62,1.0
2019-05-07 00:00:00,UPRO,BOT,248,ARCA,51.67,1.24
2019-05-08 00:00:00,VOO,BOT,50,ARCA,264.1,1.0
2019-05-08 00:00:00,UPRO,SLD,248,ARCA,51.43,1.24
2019-05-13 00:00:00,VOO,SLD,50,ARCA,258.03,1.0
2019-05-13 00:00:00,UPRO,BOT,261,ARCA,47.81,1.305
2019-05-14 00:00:00,VOO,BOT,50,ARCA,260.27,1.0
2019-05-14 00:00:00,UPRO,SLD,261,ARCA,49.01,1.305
2019-06-04 00:00:00,VOO,BOT,50,ARCA,257.67,1.0
2019-06-04 00:00:00,UPRO,SLD,265,ARCA,47.21,1.325
2019-06-10 00:00:00,VOO,SLD,50,ARCA,265.39,1.0
2019-06-10 00:00:00,UPRO,BOT,265,ARCA,51.51,1.325
2019-08-05 00:00:00,VOO,SLD,50,ARCA,260.88,1.0
2019-08-05 00:00:00,UPRO,BOT,259,ARCA,48.83,1.295
2019-08-06 00:00:00,VOO,BOT,50,ARCA,264.24,1.0
2019-08-06 00:00:00,UPRO,SLD,259,ARCA,50.7,1.295
2019-08-08 00:00:00,VOO,BOT,50,ARCA,269.58,1.0
2019-08-08 00:00:00,UPRO,SLD,244,ARCA,53.73,1.22
2019-08-09 00:00:00,VOO,SLD,50,ARCA,267.7,1.0
2019-08-09 00:00:00,UPRO,BOT,244,ARCA,52.63,1.22
2019-08-14 00:00:00,VOO,SLD,50,ARCA,260.57,1.0
2019-08-14 00:00:00,UPRO,BOT,261,ARCA,48.38,1.305
2019-08-15 00:00:00,VOO,BOT,50,ARCA,261.39,1.0
2019-08-15 00:00:00,UPRO,SLD,261,ARCA,48.74,1.305
2019-08-23 00:00:00,VOO,SLD,50,ARCA,261.57,1.0
2019-08-23 00:00:00,UPRO,BOT,261,ARCA,48.56,1.305
2019-08-26 00:00:00,VOO,BOT,50,ARCA,264.47,1.0
2019-08-26 00:00:00,UPRO,SLD,261,ARCA,50.15,1.305
2019-10-02 00:00:00,VOO,SLD,50,ARCA,264.57,1.0
2019-10-02 00:00:00,UPRO,BOT,255,ARCA,50.45,1.275
2019-10-03 00:00:00,VOO,BOT,50,ARCA,266.67,1.0
2019-10-03 00:00:00,UPRO,SLD,255,ARCA,51.65,1.275
2019-10-08 00:00:00,VOO,SLD,50,ARCA,265.03,1.0
2019-10-08 00:00:00,UPRO,BOT,255,ARCA,50.57,1.275
2019-10-09 00:00:00,VOO,BOT,50,ARCA,267.5,1.0
2019-10-09 00:00:00,UPRO,SLD,255,ARCA,51.94,1.275
2020-02-24 00:00:00,VOO,SLD,50,ARCA,296.24,1.0
2020-02-24 00:00:00,UPRO,BOT,209,ARCA,69.18,1.045
2020-02-26 00:00:00,VOO,BOT,50,ARCA,286.07,1.0
2020-02-26 00:00:00,UPRO,SLD,209,ARCA,62.22,1.045
2020-02-27 00:00:00,VOO,SLD,50,ARCA,273.39,1.0
2020-02-27 00:00:00,UPRO,BOT,247,ARCA,53.75,1.235
2020-02-28 00:00:00,VOO,BOT,50,ARCA,271.74,1.0
2020-02-28 00:00:00,UPRO,SLD,247,ARCA,53.39,1.235
2020-03-02 00:00:00,VOO,BOT,50,ARCA,283.87,1.0
2020-03-02 00:00:00,UPRO,SLD,232,ARCA,59.86,1.16
2020-03-03 00:00:00,VOO,SLD,50,ARCA,276.04,1.0
2020-03-03 00:00:00,UPRO,BOT,232,ARCA,54.77,1.16
2020-03-04 00:00:00,VOO,BOT,50,ARCA,287.48,1.0
2020-03-04 00:00:00,UPRO,SLD,228,ARCA,61.66,1.14
2020-03-05 00:00:00,VOO,SLD,50,ARCA,277.85,1.0
2020-03-05 00:00:00,UPRO,BOT,228,ARCA,55.47,1.14
2020-03-06 00:00:00,VOO,SLD,50,ARCA,273.19,1.0
2020-03-06 00:00:00,UPRO,BOT,252,ARCA,52.7,1.26
2020-03-10 00:00:00,VOO,BOT,50,ARCA,263.81,1.0
2020-03-10 00:00:00,UPRO,SLD,252,ARCA,46.77,1.26
2020-03-11 00:00:00,VOO,SLD,50,ARCA,250.73,1.0
2020-03-11 00:00:00,UPRO,BOT,303,ARCA,39.88,1.515
2020-03-13 00:00:00,VOO,BOT,50,ARCA,247.64,1.0
2020-03-13 00:00:00,UPRO,SLD,303,ARCA,36.17,1.515
2020-03-16 00:00:00,VOO,SLD,50,ARCA,218.57,1.0
2020-03-16 00:00:00,UPRO,BOT,414,ARCA,23.53,2.07
2020-03-17 00:00:00,VOO,BOT,50,ARCA,232.88,1.0
2020-03-17 00:00:00,UPRO,SLD,414,ARCA,27.92,2.07
2020-03-18 00:00:00,VOO,SLD,50,ARCA,220.15,1.0
2020-03-18 00:00:00,UPRO,BOT,423,ARCA,23.64,2.115
2020-03-24 00:00:00,VOO,BOT,50,ARCA,223.75,1.0
2020-03-24 00:00:00,UPRO,SLD,423,ARCA,23.84,2.115
2020-03-25 00:00:00,VOO,BOT,50,ARCA,226.62,1.0
2020-03-25 00:00:00,UPRO,SLD,417,ARCA,24.71,2.085
2020-03-27 00:00:00,VOO,SLD,50,ARCA,232.86,1.0
2020-03-27 00:00:00,UPRO,BOT,417,ARCA,26.4,2.085
2020-03-30 00:00:00,VOO,BOT,50,ARCA,240.39,1.0
2020-03-30 00:00:00,UPRO,SLD,377,ARCA,28.98,1.885
2020-03-31 00:00:00,VOO,SLD,50,ARCA,236.82,1.0
2020-03-31 00:00:00,UPRO,BOT,377,ARCA,27.63,1.885
2020-04-01 00:00:00,VOO,SLD,50,ARCA,226.15,1.0
2020-04-01 00:00:00,UPRO,BOT,418,ARCA,23.94,2.09
2020-04-02 00:00:00,VOO,BOT,50,ARCA,231.44,1.0
2020-04-02 00:00:00,UPRO,SLD,418,ARCA,25.58,2.09
2020-04-03 00:00:00,VOO,SLD,50,ARCA,228.02,1.0
2020-04-03 00:00:00,UPRO,BOT,416,ARCA,24.48,2.08
2020-04-06 00:00:00,VOO,BOT,50,ARCA,243.53,1.0
2020-04-06 00:00:00,UPRO,SLD,416,ARCA,29.43,2.08
2020-04-08 00:00:00,VOO,BOT,50,ARCA,251.93,1.0
2020-04-08 00:00:00,UPRO,SLD,351,ARCA,32.42,1.755
2020-04-13 00:00:00,VOO,SLD,50,ARCA,253.19,1.0
2020-04-13 00:00:00,UPRO,BOT,351,ARCA,32.9,1.755
2020-04-14 00:00:00,VOO,BOT,50,ARCA,260.92,1.0
2020-04-14 00:00:00,UPRO,SLD,329,ARCA,35.89,1.645
2020-04-15 00:00:00,VOO,SLD,50,ARCA,255.24,1.0
2020-04-15 00:00:00,UPRO,BOT,329,ARCA,33.58,1.645
2020-04-17 00:00:00,VOO,BOT,50,ARCA,263.61,1.0
2020-04-17 00:00:00,UPRO,SLD,323,ARCA,36.85,1.615
2020-04-20 00:00:00,VOO,SLD,50,ARCA,258.86,1.0
2020-04-20 00:00:00,UPRO,BOT,323,ARCA,34.87,1.615
2020-04-21 00:00:00,VOO,SLD,50,ARCA,250.95,1.0
2020-04-21 00:00:00,UPRO,BOT,353,ARCA,31.65,1.765
2020-04-22 00:00:00,VOO,BOT,50,ARCA,256.47,1.0
2020-04-22 00:00:00,UPRO,SLD,353,ARCA,33.79,1.765
2020-04-24 00:00:00,VOO,BOT,50,ARCA,260.14,1.0
2020-04-24 00:00:00,UPRO,SLD,333,ARCA,35.18,1.665
2020-04-28 00:00:00,VOO,SLD,50,ARCA,262.68,1.0
2020-04-28 00:00:00,UPRO,BOT,333,ARCA,36.19,1.665
2020-04-29 00:00:00,VOO,BOT,50,ARCA,269.45,1.0
2020-04-29 00:00:00,UPRO,SLD,312,ARCA,38.99,1.56
2020-04-30 00:00:00,VOO,SLD,50,ARCA,267.1,1.0
2020-04-30 00:00:00,UPRO,BOT,312,ARCA,37.9,1.56
2020-05-01 00:00:00,VOO,SLD,50,ARCA,259.82,1.0
2020-05-01 00:00:00,UPRO,BOT,333,ARCA,34.86,1.665
2020-05-04 00:00:00,VOO,BOT,50,ARCA,260.64,1.0
2020-05-04 00:00:00,UPRO,SLD,333,ARCA,35.23,1.665
2020-05-08 00:00:00,VOO,BOT,50,ARCA,268.78,1.0
2020-05-08 00:00:00,UPRO,SLD,315,ARCA,38.51,1.575
2020-05-11 00:00:00,VOO,SLD,50,ARCA,268.82,1.0
2020-05-11 00:00:00,UPRO,BOT,315,ARCA,38.57,1.575
2020-05-12 00:00:00,VOO,SLD,50,ARCA,263.41,1.0
2020-05-12 00:00:00,UPRO,BOT,326,ARCA,36.2,1.63
2020-05-14 00:00:00,VOO,BOT,50,ARCA,261.86,1.0
2020-05-14 00:00:00,UPRO,SLD,326,ARCA,35.58,1.63
2020-05-18 00:00:00,VOO,BOT,50,ARCA,271.08,1.0
2020-05-18 00:00:00,UPRO,SLD,311,ARCA,39.33,1.555
2020-05-19 00:00:00,VOO,SLD,50,ARCA,268.52,1.0
2020-05-19 00:00:00,UPRO,BOT,311,ARCA,38.12,1.555
2020-05-20 00:00:00,VOO,BOT,50,ARCA,272.9,1.0
2020-05-20 00:00:00,UPRO,SLD,307,ARCA,40.04,1.535
2020-05-21 00:00:00,VOO,SLD,50,ARCA,270.94,1.0
2020-05-21 00:00:00,UPRO,BOT,307,ARCA,39.17,1.535
2020-05-27 00:00:00,VOO,BOT,50,ARCA,279.05,1.0
2020-05-27 00:00:00,UPRO,SLD,295,ARCA,42.68,1.475
2020-05-28 00:00:00,VOO,SLD,50,ARCA,278.5,1.0
2020-05-28 00:00:00,UPRO,BOT,295,ARCA,42.47,1.475
2020-06-05 00:00:00,VOO,BOT,50,ARCA,293.61,1.0
2020-06-05 00:00:00,UPRO,SLD,268,ARCA,49.53,1.34
2020-06-09 00:00:00,VOO,SLD,50,ARCA,295.06,1.0
2020-06-09 00:00:00,UPRO,BOT,268,ARCA,50.27,1.34
2020-06-11 00:00:00,VOO,SLD,50,ARCA,276.32,1.0
2020-06-11 00:00:00,UPRO,BOT,302,ARCA,40.77,1.51
2020-06-12 00:00:00,VOO,BOT,50,ARCA,279.65,1.0
2020-06-12 00:00:00,UPRO,SLD,302,ARCA,42.26,1.51
2020-06-16 00:00:00,VOO,BOT,50,ARCA,287.72,1.0
2020-06-16 00:00:00,UPRO,SLD,282,ARCA,45.94,1.41
2020-06-17 00:00:00,VOO,SLD,50,ARCA,286.4,1.0
2020-06-17 00:00:00,UPRO,BOT,282,ARCA,45.34,1.41
2020-06-24 00:00:00,VOO,SLD,50,ARCA,280.79,1.0
2020-06-24 00:00:00,UPRO,BOT,295,ARCA,42.64,1.475
2020-06-25 00:00:00,VOO,BOT,50,ARCA,283.76,1.0
2020-06-25 00:00:00,UPRO,SLD,295,ARCA,43.94,1.475
2020-06-26 00:00:00,VOO,SLD,50,ARCA,277.11,1.0
2020-06-26 00:00:00,UPRO,BOT,303,ARCA,40.8,1.515
2020-06-29 00:00:00,VOO,BOT,50,ARCA,279.7,1.0
2020-06-29 00:00:00,UPRO,SLD,303,ARCA,42.62,1.515
2020-07-06 00:00:00,VOO,BOT,50,ARCA,291.26,1.0
2020-07-06 00:00:00,UPRO,SLD,275,ARCA,48.04,1.375
2020-07-07 00:00:00,VOO,SLD,50,ARCA,288.24,1.0
2020-07-07 00:00:00,UPRO,BOT,275,ARCA,46.52,1.375
2020-09-03 00:00:00,VOO,SLD,50,ARCA,317.36,1.0
2020-09-03 00:00:00,UPRO,BOT,235,ARCA,61.28,1.175
2020-09-09 00:00:00,VOO,BOT,50,ARCA,312.21,1.0
2020-09-09 00:00:00,UPRO,SLD,235,ARCA,58.09,1.175
2020-09-10 00:00:00,VOO,SLD,50,ARCA,306.75,1.0
2020-09-10 00:00:00,UPRO,BOT,252,ARCA,55.08,1.26
2020-09-11 00:00:00,VOO,BOT,50,ARCA,306.98,1.0
2020-09-11 00:00:00,UPRO,SLD,252,ARCA,55.15,1.26
2020-09-23 00:00:00,VOO,SLD,50,ARCA,297.68,1.0
2020-09-23 00:00:00,UPRO,BOT,268,ARCA,50.1,1.34
2020-09-24 00:00:00,VOO,BOT,50,ARCA,298.5,1.0
2020-09-24 00:00:00,UPRO,SLD,268,ARCA,50.51,1.34
2020-09-28 00:00:00,VOO,BOT,50,ARCA,308.36,1.0
2020-09-28 00:00:00,UPRO,SLD,251,ARCA,55.6,1.255
2020-09-29 00:00:00,VOO,SLD,50,ARCA,305.3,1.0
2020-09-29 00:00:00,UPRO,BOT,251,ARCA,54.69,1.255
2020-10-05 00:00:00,VOO,BOT,50,ARCA,312.08,1.0
2020-10-05 00:00:00,UPRO,SLD,244,ARCA,58.26,1.22
2020-10-06 00:00:00,VOO,SLD,50,ARCA,307.72,1.0
2020-10-06 00:00:00,UPRO,BOT,244,ARCA,55.82,1.22
2020-10-26 00:00:00,VOO,SLD,50,ARCA,311.8,1.0
2020-10-26 00:00:00,UPRO,BOT,245,ARCA,57.79,1.225
2020-10-27 00:00:00,VOO,BOT,50,ARCA,310.77,1.0
2020-10-27 00:00:00,UPRO,SLD,245,ARCA,57.19,1.225
2020-10-28 00:00:00,VOO,SLD,50,ARCA,300.07,1.0
2020-10-28 00:00:00,UPRO,BOT,264,ARCA,51.32,1.32
2020-10-29 00:00:00,VOO,BOT,50,ARCA,303.23,1.0
2020-10-29 00:00:00,UPRO,SLD,264,ARCA,52.85,1.32
2020-11-03 00:00:00,VOO,BOT,50,ARCA,308.66,1.0
2020-11-03 00:00:00,UPRO,SLD,252,ARCA,55.7,1.26
2020-11-06 00:00:00,VOO,SLD,50,ARCA,321.75,1.0
2020-11-06 00:00:00,UPRO,BOT,252,ARCA,62.91,1.26
2021-01-27 00:00:00,VOO,SLD,50,ARCA,344.24,1.0
2021-01-27 00:00:00,UPRO,BOT,206,ARCA,76.71,1.03
2021-01-28 00:00:00,VOO,BOT,50,ARCA,347.13,1.0
2021-01-28 00:00:00,UPRO,SLD,206,ARCA,78.64,1.03
2021-01-29 00:00:00,VOO,SLD,50,ARCA,340.18,1.0
2021-01-29 00:00:00,UPRO,BOT,211,ARCA,74.01,1.055
2021-02-01 00:00:00,VOO,BOT,50,ARCA,345.77,1.0
2021-02-01 00:00:00,UPRO,SLD,211,ARCA,77.54,1.055
2021-02-25 00:00:00,VOO,SLD,50,ARCA,351.52,1.0
2021-02-25 00:00:00,UPRO,BOT,199,ARCA,81.14,1.0
2021-02-26 00:00:00,VOO,BOT,50,ARCA,349.59,1.0
2021-02-26 00:00:00,UPRO,SLD,199,ARCA,79.74,1.0
2021-03-01 00:00:00,VOO,BOT,50,ARCA,358.12,1.0
2021-03-01 00:00:00,UPRO,SLD,193,ARCA,85.52,1.0
2021-03-02 00:00:00,VOO,SLD,50,ARCA,355.35,1.0
2021-03-02 00:00:00,UPRO,BOT,193,ARCA,83.57,1.0
